split,task_mode_true,model_id,step,mode,mean_mode_prob,mean_gain,median_gain,top1_rate,selected_rate,productive_rate,count
holdout,topk_stress,gpt-5.3-codex-spark,10,indexing,0.25,0.07738659273397386,0.07738659273397386,0.5,0.5,0.0,2
holdout,topk_stress,gpt-5.3-codex-spark,10,layout,0.125,0.2714016178147516,0.2714016178147516,0.0,0.0,0.5,2
holdout,topk_stress,gpt-5.3-codex-spark,10,micro,0.07,0.07170295988496045,0.07170295988496045,0.0,0.0,0.0,2
holdout,topk_stress,gpt-5.3-codex-spark,10,summaries,0.11,-2.3299122664783627,-2.3299122664783627,0.0,0.0,0.0,2
holdout,topk_stress,gpt-5.3-codex-spark,10,topk,0.265,0.08215052444851875,0.08215052444851875,0.5,0.5,0.5,2
pilot,negative_lookup_churn,gpt-5.3-codex,1,caching,0.08,-0.001810800806165025,-0.001810800806165025,0.0,0.0,0.0,1
pilot,negative_lookup_churn,gpt-5.3-codex,1,indexing,0.24,-0.08466177881696169,-0.08466177881696169,0.0,0.0,0.0,1
pilot,negative_lookup_churn,gpt-5.3-codex,1,layout,0.32,0.8518748534145997,0.8518748534145997,1.0,1.0,0.0,1
pilot,negative_lookup_churn,gpt-5.3-codex,1,micro,0.14,0.03404690939810562,0.03404690939810562,0.0,0.0,0.0,1
pilot,negative_lookup_churn,gpt-5.3-codex,1,summaries,0.16,0.9347447313827628,0.9347447313827628,0.0,0.0,1.0,1
pilot,negative_lookup_churn,gpt-5.3-codex,1,topk,0.06,-0.03151614691056159,-0.03151614691056159,0.0,0.0,0.0,1
pilot,negative_lookup_churn,gpt-5.3-codex,2,caching,0.22,-0.004235586441253797,-0.004235586441253797,0.0,0.0,0.0,1
pilot,negative_lookup_churn,gpt-5.3-codex,2,indexing,0.14,0.11127911796460133,0.11127911796460133,0.0,0.0,1.0,1
pilot,negative_lookup_churn,gpt-5.3-codex,2,layout,0.16,0.0014502574224909137,0.0014502574224909137,0.0,0.0,0.0,1
pilot,negative_lookup_churn,gpt-5.3-codex,2,micro,0.3,-0.000548232207202487,-0.000548232207202487,1.0,1.0,0.0,1
pilot,negative_lookup_churn,gpt-5.3-codex,2,summaries,0.1,0.1007519534011409,0.1007519534011409,0.0,0.0,0.0,1
pilot,negative_lookup_churn,gpt-5.3-codex,2,topk,0.08,-0.0014380782504918588,-0.0014380782504918588,0.0,0.0,0.0,1
pilot,negative_lookup_churn,gpt-5.3-codex-spark,1,caching,0.20333333333333334,-0.23505945060856526,0.0007967480218580292,0.0,0.0,0.0,3
pilot,negative_lookup_churn,gpt-5.3-codex-spark,1,indexing,0.22,0.308715359733489,0.9595265884486713,0.0,0.0,0.6666666666666666,3
pilot,negative_lookup_churn,gpt-5.3-codex-spark,1,layout,0.27,0.8510731090707369,0.8512777218525329,1.0,1.0,0.3333333333333333,3
pilot,negative_lookup_churn,gpt-5.3-codex-spark,1,micro,0.05333333333333334,-0.00936243811630962,-0.021933244558654197,0.0,0.0,0.0,3
pilot,negative_lookup_churn,gpt-5.3-codex-spark,1,summaries,0.13333333333333333,-0.9232154322849592,-0.9428908124190243,0.0,0.0,0.0,3
pilot,negative_lookup_churn,gpt-5.3-codex-spark,1,topk,0.12,0.004006603488755811,0.0032011364725224034,0.0,0.0,0.0,3
pilot,negative_lookup_churn,gpt-5.3-codex-spark,2,caching,0.15000000000000002,-0.004768125142644158,-0.004768125142644158,0.0,0.0,0.0,2
pilot,negative_lookup_churn,gpt-5.3-codex-spark,2,indexing,0.22999999999999998,0.0013239429773529016,0.0013239429773529016,0.5,0.5,0.0,2
pilot,negative_lookup_churn,gpt-5.3-codex-spark,2,layout,0.26,0.10887926315918908,0.10887926315918908,0.5,0.5,1.0,2
pilot,negative_lookup_churn,gpt-5.3-codex-spark,2,micro,0.05500000000000001,-0.0008456173430457931,-0.0008456173430457931,0.0,0.0,0.0,2
pilot,negative_lookup_churn,gpt-5.3-codex-spark,2,summaries,0.155,-1.1143104797527494,-1.1143104797527494,0.0,0.0,0.0,2
pilot,negative_lookup_churn,gpt-5.3-codex-spark,2,topk,0.15,0.00010246319218271127,0.00010246319218271127,0.0,0.0,0.0,2
pilot,negative_lookup_churn,gpt-5.3-codex-spark,3,caching,0.1681818181818182,-0.006768877165395298,-0.006768877165395298,0.0,0.0,0.0,2
pilot,negative_lookup_churn,gpt-5.3-codex-spark,3,indexing,0.25636363636363635,-0.49485938729036966,-0.49485938729036966,1.0,1.0,0.0,2
pilot,negative_lookup_churn,gpt-5.3-codex-spark,3,layout,0.18954545454545457,0.014815058763986016,0.014815058763986016,0.0,0.0,1.0,2
pilot,negative_lookup_churn,gpt-5.3-codex-spark,3,micro,0.07954545454545454,-0.00025199044384566563,-0.00025199044384566563,0.0,0.0,0.0,2
pilot,negative_lookup_churn,gpt-5.3-codex-spark,3,summaries,0.14681818181818182,-1.1994923201318362,-1.1994923201318362,0.0,0.0,0.0,2
pilot,negative_lookup_churn,gpt-5.3-codex-spark,3,topk,0.15954545454545455,1.9466423926334242e-05,1.9466423926334242e-05,0.0,0.0,0.0,2
pilot,negative_lookup_churn,gpt-5.3-codex-spark,4,caching,0.21000000000000002,-0.09981055063878018,-0.09981055063878018,0.5,0.5,0.0,2
pilot,negative_lookup_churn,gpt-5.3-codex-spark,4,indexing,0.21000000000000002,-0.017859421343547954,-0.017859421343547954,0.0,0.0,0.0,2
pilot,negative_lookup_churn,gpt-5.3-codex-spark,4,layout,0.2,0.39115570192772225,0.39115570192772225,0.5,0.5,0.5,2
