run_id,fixed_steps,id,baseline_id,category,is_baseline,val_bpb,total_seconds,status
refinement_fixed1170,1170,width24_lr_mid__optimizer_lr__adamw_1e3,width24_lr_mid,optimizer_lr,False,0.837392,88.0,success
refinement_fixed1170,1170,width24_lr_mid__scheduler__schedule_on,width24_lr_mid,scheduler,False,0.848282,89.7,success
refinement_fixed1170,1170,width24_lr_mid__normalization_capacity__width32,width24_lr_mid,normalization_capacity,False,0.838601,111.0,success
refinement_fixed1170,1170,width24_lr_mid__data_batch__batch192,width24_lr_mid,data_batch,False,0.851726,133.3,success
refinement_fixed1170,1170,width24_lr_mid__data_batch__batch256,width24_lr_mid,data_batch,False,0.766064,160.9,success
refinement_fixed1170,1170,fc96_lr_low__baseline,fc96_lr_low,baseline,True,0.851718,110.4,success
refinement_fixed1170,1170,fc96_lr_low__optimizer_lr__lr_1e3,fc96_lr_low,optimizer_lr,False,0.86233,111.5,success
refinement_fixed1170,1170,fc96_lr_low__optimizer_lr__lr_1p5e3,fc96_lr_low,optimizer_lr,False,0.834426,111.7,success
refinement_fixed1170,1170,fc96_lr_low__optimizer_lr__adamw_1e3,fc96_lr_low,optimizer_lr,False,0.840664,111.8,success
refinement_fixed1170,1170,fc96_lr_low__scheduler__schedule_on,fc96_lr_low,scheduler,False,0.852898,111.7,success
refinement_fixed1170,1170,fc96_lr_low__normalization_capacity__fc128,fc96_lr_low,normalization_capacity,False,0.823338,111.9,success
refinement_fixed1170,1170,fc96_lr_low__data_batch__batch192,fc96_lr_low,data_batch,False,0.811605,155.4,success
refinement_fixed1170,1170,fc96_lr_low__data_batch__batch256,fc96_lr_low,data_batch,False,0.770057,220.3,success
refinement_fixed1170,1170,dropout005_lr_low__baseline,dropout005_lr_low,baseline,True,0.868005,119.3,success
refinement_fixed1170,1170,dropout005_lr_low__optimizer_lr__lr_1e3,dropout005_lr_low,optimizer_lr,False,0.834001,119.4,success
refinement_fixed1170,1170,dropout005_lr_low__optimizer_lr__lr_1p5e3,dropout005_lr_low,optimizer_lr,False,0.867497,119.4,success
refinement_fixed1170,1170,dropout005_lr_low__optimizer_lr__adamw_1e3,dropout005_lr_low,optimizer_lr,False,0.830335,120.2,success
refinement_fixed1170,1170,dropout005_lr_low__scheduler__schedule_on,dropout005_lr_low,scheduler,False,0.873924,118.9,success
refinement_fixed1170,1170,dropout005_lr_low__regularization__dropout0_wd1e4,dropout005_lr_low,regularization,False,0.823338,114.8,success
refinement_fixed1170,1170,dropout005_lr_low__data_batch__batch192,dropout005_lr_low,data_batch,False,0.856759,163.7,success
refinement_fixed1170,1170,dropout005_lr_low__data_batch__batch256,dropout005_lr_low,data_batch,False,0.767591,221.1,success
